Medicine,Category,Year-Month,Season,Units Sold,Stock Available,Expiry Date
Levocetirizine,Cold,2024-10,Monsoon,1595,1150,2026-12-31
Chlorpheniramine Maleate,Cold,2024-03,Spring,1685,1264,2026-12-31
Aspirin,Fever,2024-04,Spring,1612,623,2026-12-31
Codeine (Prescription Only),Cough,2024-09,Monsoon,1524,1806,2026-12-31
Celecoxib,Fever,2024-10,Monsoon,1626,1489,2026-12-31
Acebrophylline,Cough,2024-08,Summer,1637,1143,2026-12-31
Codeine (Prescription Only),Cough,2024-10,Monsoon,1664,1806,2026-12-31
Diphenhydramine,Cold,2024-04,Spring,1751,913,2026-12-31
Montelukast,Cold,2024-12,Winter,1666,1352,2026-12-31
Codeine (Prescription Only),Cough,2024-10,Monsoon,1488,1806,2026-12-31
Acebrophylline,Cough,2024-04,Spring,1459,1143,2026-12-31
Diclofenac,Fever,2024-06,Summer,1675,1660,2026-12-31
Guaifenesin,Cough,2024-01,Winter,1700,716,2026-12-31
Guaifenesin,Cough,2024-07,Summer,1336,716,2026-12-31
Ketorolac,Fever,2024-03,Spring,2019,1024,2026-12-31
Phenylephrine,Cold,2024-05,Spring,1835,1704,2026-12-31
Pseudoephedrine,Cold,2024-03,Spring,1913,1024,2026-12-31
Acebrophylline,Cough,2024-07,Summer,1826,1143,2026-12-31
Naproxen,Fever,2024-06,Summer,1791,1446,2026-12-31
Ambroxol,Cough,2024-07,Summer,1575,1527,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1706,1150,2026-12-31
Levodropropizine,Cough,2024-09,Monsoon,1996,808,2026-12-31
Terbutaline,Cough,2024-01,Winter,2034,1365,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-01,Winter,1409,1632,2026-12-31
Codeine (Prescription Only),Cough,2024-04,Spring,1610,1806,2026-12-31
Mefenamic Acid,Fever,2024-08,Summer,1604,1021,2026-12-31
Mefenamic Acid,Fever,2024-09,Monsoon,1715,1021,2026-12-31
Paracetamol,Cold,2024-03,Spring,1647,1346,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1691,1445,2026-12-31
Dextromethorphan,Cough,2024-12,Winter,1364,1445,2026-12-31
Aspirin,Fever,2024-12,Winter,1434,623,2026-12-31
Dextromethorphan,Cough,2024-08,Summer,1653,1445,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-12,Winter,1745,1632,2026-12-31
Bromhexine,Cough,2024-05,Spring,1561,872,2026-12-31
Ketorolac,Fever,2024-05,Spring,1987,1024,2026-12-31
Diphenhydramine,Cold,2024-01,Winter,1526,913,2026-12-31
Ketorolac,Fever,2024-12,Winter,1651,1024,2026-12-31
Ibuprofen,Fever,2024-12,Winter,1873,1477,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-12,Winter,1507,1632,2026-12-31
Montelukast,Cold,2024-03,Spring,1528,1352,2026-12-31
Naproxen,Fever,2024-09,Monsoon,1517,1446,2026-12-31
Cetirizine,Cold,2024-02,Winter,1635,1246,2026-12-31
Dextromethorphan,Cough,2024-04,Spring,1742,1445,2026-12-31
Dextromethorphan,Cough,2024-10,Monsoon,1552,1445,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1370,1143,2026-12-31
Guaifenesin,Cough,2024-09,Monsoon,1311,716,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1697,1477,2026-12-31
Montelukast,Cold,2024-06,Summer,1502,1352,2026-12-31
Montelukast,Cold,2024-06,Summer,1724,1352,2026-12-31
Paracetamol,Cold,2024-01,Winter,1854,1346,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-04,Spring,1713,922,2026-12-31
Acebrophylline,Cough,2024-08,Summer,1550,1143,2026-12-31
Ambroxol,Cough,2024-09,Monsoon,1605,1527,2026-12-31
Levodropropizine,Cough,2024-07,Summer,1666,808,2026-12-31
Terbutaline,Cough,2024-02,Winter,1520,1365,2026-12-31
Nimesulide,Fever,2024-12,Winter,1751,659,2026-12-31
Paracetamol,Fever,2024-02,Winter,1406,946,2026-12-31
Codeine (Prescription Only),Cough,2024-03,Spring,1654,1806,2026-12-31
Guaifenesin,Cough,2024-06,Summer,1928,716,2026-12-31
Acebrophylline,Cough,2024-07,Summer,1915,1143,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1666,1024,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-05,Spring,1698,1632,2026-12-31
Naproxen,Fever,2024-04,Spring,1718,1446,2026-12-31
Dextromethorphan,Cough,2024-12,Winter,1573,1445,2026-12-31
Chlorpheniramine Maleate,Cold,2024-02,Winter,1707,1264,2026-12-31
Montelukast,Cold,2024-08,Summer,1915,1352,2026-12-31
Acetaminophen,Fever,2024-09,Monsoon,1660,1460,2026-12-31
Paracetamol,Fever,2024-01,Winter,1446,946,2026-12-31
Cetirizine,Cold,2024-02,Winter,1592,1246,2026-12-31
Mefenamic Acid,Fever,2024-05,Spring,1940,1021,2026-12-31
Acetaminophen,Fever,2024-03,Spring,1735,1460,2026-12-31
Naproxen,Fever,2024-05,Spring,1721,1446,2026-12-31
Chlorpheniramine Maleate,Cold,2024-10,Monsoon,1475,1264,2026-12-31
Ketorolac,Fever,2024-04,Spring,1722,1024,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1471,1143,2026-12-31
Carbocisteine,Cough,2024-04,Spring,1568,698,2026-12-31
Pseudoephedrine,Cold,2024-12,Winter,1688,1024,2026-12-31
Pseudoephedrine,Cold,2024-05,Spring,1568,1024,2026-12-31
Montelukast,Cold,2024-05,Spring,1498,1352,2026-12-31
Fexofenadine,Cold,2024-02,Winter,1647,1020,2026-12-31
Dextromethorphan,Cough,2024-01,Winter,1800,1445,2026-12-31
Naproxen,Fever,2024-01,Winter,1638,1446,2026-12-31
Guaifenesin,Cough,2024-10,Monsoon,1680,716,2026-12-31
Guaifenesin,Cough,2024-06,Summer,1907,716,2026-12-31
Celecoxib,Fever,2024-06,Summer,1691,1489,2026-12-31
Diclofenac,Fever,2024-02,Winter,1594,1660,2026-12-31
Celecoxib,Fever,2024-01,Winter,2205,1489,2026-12-31
Terbutaline,Cough,2024-10,Monsoon,1714,1365,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1303,1143,2026-12-31
Cetirizine,Cold,2024-12,Winter,1975,1246,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1773,1477,2026-12-31
Levodropropizine,Cough,2024-08,Summer,1904,808,2026-12-31
Montelukast,Cold,2024-09,Monsoon,1501,1352,2026-12-31
Aspirin,Fever,2024-04,Spring,1825,623,2026-12-31
Levocetirizine,Cold,2024-08,Summer,1625,1150,2026-12-31
Acetaminophen,Fever,2024-06,Summer,1618,1460,2026-12-31
Acetaminophen,Fever,2024-01,Winter,1632,1460,2026-12-31
Aspirin,Fever,2024-08,Summer,1545,623,2026-12-31
Montelukast,Cold,2024-08,Summer,2023,1352,2026-12-31
Levocetirizine,Cold,2024-07,Summer,1518,1150,2026-12-31
Fexofenadine,Cold,2024-10,Monsoon,1729,1020,2026-12-31
Diphenhydramine,Cold,2024-03,Spring,1741,913,2026-12-31
Paracetamol,Cold,2024-09,Monsoon,1723,1346,2026-12-31
Dextromethorphan,Cough,2024-04,Spring,1667,1445,2026-12-31
Guaifenesin,Cough,2024-03,Spring,1616,716,2026-12-31
Terbutaline,Cough,2024-05,Spring,1798,1365,2026-12-31
Diclofenac,Fever,2024-07,Summer,1715,1660,2026-12-31
Acetaminophen,Fever,2024-10,Monsoon,1980,1460,2026-12-31
Pseudoephedrine,Cold,2024-05,Spring,1363,1024,2026-12-31
Cetirizine,Cold,2024-01,Winter,1750,1246,2026-12-31
Paracetamol,Fever,2024-01,Winter,1420,946,2026-12-31
Ambroxol,Cough,2024-11,Monsoon,1801,1527,2026-12-31
Nimesulide,Fever,2024-10,Monsoon,1814,659,2026-12-31
Pseudoephedrine,Cold,2024-07,Summer,1502,1024,2026-12-31
Paracetamol,Cold,2024-12,Winter,1385,1346,2026-12-31
Guaifenesin,Cough,2024-09,Monsoon,1429,716,2026-12-31
Diclofenac,Fever,2024-02,Winter,1539,1660,2026-12-31
Levodropropizine,Cough,2024-01,Winter,1763,808,2026-12-31
Paracetamol,Cold,2024-07,Summer,1400,1346,2026-12-31
Fexofenadine,Cold,2024-08,Summer,1904,1020,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1767,1704,2026-12-31
Ibuprofen,Fever,2024-05,Spring,1623,1477,2026-12-31
Codeine (Prescription Only),Cough,2024-08,Summer,1456,1806,2026-12-31
Nimesulide,Fever,2024-05,Spring,1958,659,2026-12-31
Ambroxol,Cough,2024-06,Summer,1489,1527,2026-12-31
Montelukast,Cold,2024-08,Summer,1779,1352,2026-12-31
Guaifenesin,Cough,2024-07,Summer,1358,716,2026-12-31
Paracetamol,Cold,2024-01,Winter,1641,1346,2026-12-31
Codeine (Prescription Only),Cough,2024-11,Monsoon,1668,1806,2026-12-31
Guaifenesin,Cough,2024-05,Spring,1803,716,2026-12-31
Levodropropizine,Cough,2024-11,Monsoon,1159,808,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1566,1460,2026-12-31
Diclofenac,Fever,2024-10,Monsoon,1555,1660,2026-12-31
Cetirizine,Cold,2024-05,Spring,1995,1246,2026-12-31
Diclofenac,Fever,2024-11,Monsoon,1794,1660,2026-12-31
Bromhexine,Cough,2024-06,Summer,1771,872,2026-12-31
Bromhexine,Cough,2024-02,Winter,1709,872,2026-12-31
Ambroxol,Cough,2024-11,Monsoon,1825,1527,2026-12-31
Guaifenesin,Cough,2024-03,Spring,1633,716,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-04,Spring,1818,1632,2026-12-31
Levodropropizine,Cough,2024-12,Winter,1598,808,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-03,Spring,1673,922,2026-12-31
Cetirizine,Cold,2024-03,Spring,1719,1246,2026-12-31
Levocetirizine,Cold,2024-01,Winter,1626,1150,2026-12-31
Celecoxib,Fever,2024-06,Summer,1563,1489,2026-12-31
Naproxen,Fever,2024-12,Winter,1616,1446,2026-12-31
Terbutaline,Cough,2024-10,Monsoon,1593,1365,2026-12-31
Celecoxib,Fever,2024-12,Winter,1625,1489,2026-12-31
Montelukast,Cold,2024-10,Monsoon,1574,1352,2026-12-31
Diclofenac,Fever,2024-10,Monsoon,1538,1660,2026-12-31
Ambroxol,Cough,2024-04,Spring,1588,1527,2026-12-31
Ibuprofen,Fever,2024-01,Winter,1577,1477,2026-12-31
Terbutaline,Cough,2024-12,Winter,1432,1365,2026-12-31
Chlorpheniramine Maleate,Cold,2024-03,Spring,1798,1264,2026-12-31
Fexofenadine,Cold,2024-02,Winter,1691,1020,2026-12-31
Codeine (Prescription Only),Cough,2024-06,Summer,1722,1806,2026-12-31
Montelukast,Cold,2024-11,Monsoon,1737,1352,2026-12-31
Guaifenesin,Cough,2024-12,Winter,1606,716,2026-12-31
Paracetamol,Fever,2024-05,Spring,1845,946,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1496,1704,2026-12-31
Celecoxib,Fever,2024-01,Winter,1966,1489,2026-12-31
Levodropropizine,Cough,2024-09,Monsoon,2073,808,2026-12-31
Carbocisteine,Cough,2024-08,Summer,1972,698,2026-12-31
Acebrophylline,Cough,2024-09,Monsoon,1888,1143,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-10,Monsoon,1906,922,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1454,1445,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1738,1143,2026-12-31
Phenylephrine,Cold,2024-12,Winter,1484,1704,2026-12-31
Terbutaline,Cough,2024-02,Winter,1686,1365,2026-12-31
Celecoxib,Fever,2024-10,Monsoon,1645,1489,2026-12-31
Diphenhydramine,Cold,2024-01,Winter,1764,913,2026-12-31
Acebrophylline,Cough,2024-04,Spring,1646,1143,2026-12-31
Diclofenac,Fever,2024-06,Summer,1586,1660,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-04,Spring,1698,922,2026-12-31
Chlorpheniramine Maleate,Cold,2024-05,Spring,1641,1264,2026-12-31
Acebrophylline,Cough,2024-02,Winter,1520,1143,2026-12-31
Nimesulide,Fever,2024-11,Monsoon,1581,659,2026-12-31
Paracetamol,Fever,2024-10,Monsoon,1804,946,2026-12-31
Diclofenac,Fever,2024-08,Summer,2136,1660,2026-12-31
Guaifenesin,Cough,2024-02,Winter,1444,716,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-01,Winter,1862,922,2026-12-31
Acebrophylline,Cough,2024-12,Winter,1968,1143,2026-12-31
Ambroxol,Cough,2024-06,Summer,1538,1527,2026-12-31
Levodropropizine,Cough,2024-08,Summer,1920,808,2026-12-31
Levocetirizine,Cold,2024-04,Spring,1659,1150,2026-12-31
Mefenamic Acid,Fever,2024-04,Spring,1620,1021,2026-12-31
Paracetamol,Fever,2024-04,Spring,1375,946,2026-12-31
Dextromethorphan,Cough,2024-05,Spring,1701,1445,2026-12-31
Naproxen,Fever,2024-02,Winter,1522,1446,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-10,Monsoon,1580,1632,2026-12-31
Bromhexine,Cough,2024-11,Monsoon,1528,872,2026-12-31
Acetaminophen,Fever,2024-09,Monsoon,1746,1460,2026-12-31
Nimesulide,Fever,2024-08,Summer,1686,659,2026-12-31
Levodropropizine,Cough,2024-04,Spring,1601,808,2026-12-31
Diphenhydramine,Cold,2024-07,Summer,1499,913,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-11,Monsoon,1537,1632,2026-12-31
Pseudoephedrine,Cold,2024-01,Winter,1855,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-08,Summer,1693,1806,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-11,Monsoon,1701,1632,2026-12-31
Cetirizine,Cold,2024-09,Monsoon,1372,1246,2026-12-31
Fexofenadine,Cold,2024-04,Spring,1734,1020,2026-12-31
Nimesulide,Fever,2024-07,Summer,1515,659,2026-12-31
Mefenamic Acid,Fever,2024-12,Winter,1813,1021,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-10,Monsoon,1641,1632,2026-12-31
Montelukast,Cold,2024-10,Monsoon,1577,1352,2026-12-31
Carbocisteine,Cough,2024-12,Winter,1798,698,2026-12-31
Acebrophylline,Cough,2024-08,Summer,1611,1143,2026-12-31
Ambroxol,Cough,2024-11,Monsoon,1536,1527,2026-12-31
Ketorolac,Fever,2024-08,Summer,1809,1024,2026-12-31
Naproxen,Fever,2024-12,Winter,1755,1446,2026-12-31
Terbutaline,Cough,2024-01,Winter,1687,1365,2026-12-31
Naproxen,Fever,2024-09,Monsoon,1356,1446,2026-12-31
Ibuprofen,Fever,2024-05,Spring,1691,1477,2026-12-31
Fexofenadine,Cold,2024-08,Summer,2001,1020,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1620,922,2026-12-31
Dextromethorphan,Cough,2024-02,Winter,1351,1445,2026-12-31
Paracetamol,Fever,2024-12,Winter,1546,946,2026-12-31
Ibuprofen,Fever,2024-08,Summer,1648,1477,2026-12-31
Fexofenadine,Cold,2024-12,Winter,1693,1020,2026-12-31
Cetirizine,Cold,2024-10,Monsoon,1551,1246,2026-12-31
Diphenhydramine,Cold,2024-11,Monsoon,1940,913,2026-12-31
Acetaminophen,Fever,2024-06,Summer,1354,1460,2026-12-31
Chlorpheniramine Maleate,Cold,2024-12,Winter,1704,1264,2026-12-31
Ambroxol,Cough,2024-03,Spring,1769,1527,2026-12-31
Diphenhydramine,Cold,2024-08,Summer,1701,913,2026-12-31
Codeine (Prescription Only),Cough,2024-02,Winter,1837,1806,2026-12-31
Terbutaline,Cough,2024-01,Winter,1720,1365,2026-12-31
Bromhexine,Cough,2024-02,Winter,1915,872,2026-12-31
Cetirizine,Cold,2024-03,Spring,1828,1246,2026-12-31
Ibuprofen,Fever,2024-08,Summer,1732,1477,2026-12-31
Montelukast,Cold,2024-06,Summer,1571,1352,2026-12-31
Phenylephrine,Cold,2024-07,Summer,1243,1704,2026-12-31
Levocetirizine,Cold,2024-03,Spring,1825,1150,2026-12-31
Diphenhydramine,Cold,2024-04,Spring,1862,913,2026-12-31
Cetirizine,Cold,2024-01,Winter,1524,1246,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-08,Summer,1654,1632,2026-12-31
Paracetamol,Fever,2024-06,Summer,1283,946,2026-12-31
Acebrophylline,Cough,2024-04,Spring,1585,1143,2026-12-31
Fexofenadine,Cold,2024-07,Summer,1929,1020,2026-12-31
Diphenhydramine,Cold,2024-11,Monsoon,1944,913,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-11,Monsoon,1666,1632,2026-12-31
Acebrophylline,Cough,2024-10,Monsoon,1607,1143,2026-12-31
Carbocisteine,Cough,2024-12,Winter,1562,698,2026-12-31
Celecoxib,Fever,2024-01,Winter,2184,1489,2026-12-31
Carbocisteine,Cough,2024-05,Spring,1660,698,2026-12-31
Guaifenesin,Cough,2024-01,Winter,1875,716,2026-12-31
Aspirin,Fever,2024-07,Summer,1715,623,2026-12-31
Acetaminophen,Fever,2024-05,Spring,1462,1460,2026-12-31
Cetirizine,Cold,2024-07,Summer,1707,1246,2026-12-31
Phenylephrine,Cold,2024-07,Summer,1391,1704,2026-12-31
Cetirizine,Cold,2024-11,Monsoon,1621,1246,2026-12-31
Acetaminophen,Fever,2024-08,Summer,1731,1460,2026-12-31
Celecoxib,Fever,2024-12,Winter,1613,1489,2026-12-31
Chlorpheniramine Maleate,Cold,2024-03,Spring,1863,1264,2026-12-31
Guaifenesin,Cough,2024-11,Monsoon,1854,716,2026-12-31
Acetaminophen,Fever,2024-09,Monsoon,1583,1460,2026-12-31
Aspirin,Fever,2024-11,Monsoon,1981,623,2026-12-31
Codeine (Prescription Only),Cough,2024-03,Spring,1473,1806,2026-12-31
Mefenamic Acid,Fever,2024-02,Winter,1605,1021,2026-12-31
Montelukast,Cold,2024-07,Summer,1915,1352,2026-12-31
Cetirizine,Cold,2024-11,Monsoon,1549,1246,2026-12-31
Acetaminophen,Fever,2024-07,Summer,1653,1460,2026-12-31
Celecoxib,Fever,2024-06,Summer,1749,1489,2026-12-31
Diphenhydramine,Cold,2024-11,Monsoon,1716,913,2026-12-31
Acebrophylline,Cough,2024-01,Winter,1931,1143,2026-12-31
Ketorolac,Fever,2024-08,Summer,1583,1024,2026-12-31
Naproxen,Fever,2024-09,Monsoon,1412,1446,2026-12-31
Levodropropizine,Cough,2024-12,Winter,1578,808,2026-12-31
Acetaminophen,Fever,2024-06,Summer,1464,1460,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1852,1460,2026-12-31
Guaifenesin,Cough,2024-08,Summer,1715,716,2026-12-31
Celecoxib,Fever,2024-03,Spring,1365,1489,2026-12-31
Pseudoephedrine,Cold,2024-11,Monsoon,1668,1024,2026-12-31
Phenylephrine,Cold,2024-03,Spring,1762,1704,2026-12-31
Guaifenesin,Cough,2024-07,Summer,1412,716,2026-12-31
Ketorolac,Fever,2024-06,Summer,1710,1024,2026-12-31
Paracetamol,Cold,2024-01,Winter,1607,1346,2026-12-31
Pseudoephedrine,Cold,2024-12,Winter,1499,1024,2026-12-31
Montelukast,Cold,2024-05,Spring,1315,1352,2026-12-31
Ketorolac,Fever,2024-12,Winter,1671,1024,2026-12-31
Acetaminophen,Fever,2024-02,Winter,1809,1460,2026-12-31
Diphenhydramine,Cold,2024-04,Spring,1872,913,2026-12-31
Terbutaline,Cough,2024-08,Summer,1748,1365,2026-12-31
Diclofenac,Fever,2024-05,Spring,1668,1660,2026-12-31
Phenylephrine,Cold,2024-03,Spring,1663,1704,2026-12-31
Paracetamol,Cold,2024-02,Winter,1652,1346,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1713,1477,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-02,Winter,1215,922,2026-12-31
Codeine (Prescription Only),Cough,2024-04,Spring,1708,1806,2026-12-31
Acetaminophen,Fever,2024-10,Monsoon,2013,1460,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1633,913,2026-12-31
Terbutaline,Cough,2024-09,Monsoon,1831,1365,2026-12-31
Ibuprofen,Fever,2024-06,Summer,1691,1477,2026-12-31
Acetaminophen,Fever,2024-12,Winter,1663,1460,2026-12-31
Guaifenesin,Cough,2024-07,Summer,1301,716,2026-12-31
Terbutaline,Cough,2024-10,Monsoon,1654,1365,2026-12-31
Guaifenesin,Cough,2024-06,Summer,1898,716,2026-12-31
Codeine (Prescription Only),Cough,2024-04,Spring,1697,1806,2026-12-31
Fexofenadine,Cold,2024-09,Monsoon,1679,1020,2026-12-31
Terbutaline,Cough,2024-05,Spring,1665,1365,2026-12-31
Naproxen,Fever,2024-02,Winter,1809,1446,2026-12-31
Montelukast,Cold,2024-05,Spring,1348,1352,2026-12-31
Naproxen,Fever,2024-09,Monsoon,1311,1446,2026-12-31
Diphenhydramine,Cold,2024-10,Monsoon,1665,913,2026-12-31
Ketorolac,Fever,2024-07,Summer,1610,1024,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-08,Summer,1556,1632,2026-12-31
Terbutaline,Cough,2024-08,Summer,1799,1365,2026-12-31
Montelukast,Cold,2024-10,Monsoon,1653,1352,2026-12-31
Ambroxol,Cough,2024-02,Winter,1858,1527,2026-12-31
Carbocisteine,Cough,2024-07,Summer,1782,698,2026-12-31
Ketorolac,Fever,2024-10,Monsoon,1494,1024,2026-12-31
Levocetirizine,Cold,2024-02,Winter,1308,1150,2026-12-31
Terbutaline,Cough,2024-07,Summer,1461,1365,2026-12-31
Montelukast,Cold,2024-06,Summer,1784,1352,2026-12-31
Naproxen,Fever,2024-12,Winter,1715,1446,2026-12-31
Paracetamol,Fever,2024-03,Spring,1668,946,2026-12-31
Mefenamic Acid,Fever,2024-01,Winter,1568,1021,2026-12-31
Cetirizine,Cold,2024-04,Spring,1704,1246,2026-12-31
Cetirizine,Cold,2024-04,Spring,1698,1246,2026-12-31
Pseudoephedrine,Cold,2024-12,Winter,1603,1024,2026-12-31
Montelukast,Cold,2024-01,Winter,1792,1352,2026-12-31
Acetaminophen,Fever,2024-03,Spring,1657,1460,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1667,1704,2026-12-31
Levodropropizine,Cough,2024-11,Monsoon,1146,808,2026-12-31
Terbutaline,Cough,2024-11,Monsoon,1430,1365,2026-12-31
Diphenhydramine,Cold,2024-12,Winter,1926,913,2026-12-31
Guaifenesin,Cough,2024-06,Summer,1650,716,2026-12-31
Nimesulide,Fever,2024-07,Summer,1465,659,2026-12-31
Chlorpheniramine + Dextromethorphan,Cough,2024-12,Winter,1768,922,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-09,Monsoon,1719,1632,2026-12-31
Levocetirizine,Cold,2024-01,Winter,1502,1150,2026-12-31
Levodropropizine,Cough,2024-04,Spring,1630,808,2026-12-31
Phenylephrine,Cold,2024-06,Summer,1712,1704,2026-12-31
Mefenamic Acid,Fever,2024-04,Spring,1621,1021,2026-12-31
Ibuprofen,Fever,2024-03,Spring,1681,1477,2026-12-31
Carbocisteine,Cough,2024-06,Summer,1514,698,2026-12-31
Carbocisteine,Cough,2024-03,Spring,2086,698,2026-12-31
Phenylephrine,Cold,2024-11,Monsoon,1705,1704,2026-12-31
Ibuprofen,Fever,2024-12,Winter,1610,1477,2026-12-31
Ibuprofen,Fever,2024-05,Spring,1850,1477,2026-12-31
Dextromethorphan,Cough,2024-07,Summer,1780,1445,2026-12-31
Pseudoephedrine,Cold,2024-10,Monsoon,1815,1024,2026-12-31
Cetirizine,Cold,2024-07,Summer,1480,1246,2026-12-31
Nimesulide,Fever,2024-06,Summer,2017,659,2026-12-31
Cetirizine,Cold,2024-04,Spring,1646,1246,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1603,1632,2026-12-31
Chlorpheniramine Maleate,Cold,2024-06,Summer,1888,1264,2026-12-31
Naproxen,Fever,2024-01,Winter,1782,1446,2026-12-31
Cetirizine,Cold,2024-01,Winter,1724,1246,2026-12-31
Acetaminophen,Fever,2024-07,Summer,1931,1460,2026-12-31
Montelukast,Cold,2024-01,Winter,1710,1352,2026-12-31
Levodropropizine,Cough,2024-01,Winter,1776,808,2026-12-31
Pseudoephedrine,Cold,2024-04,Spring,1465,1024,2026-12-31
Ketorolac,Fever,2024-08,Summer,1777,1024,2026-12-31
Cetirizine,Cold,2024-07,Summer,1469,1246,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-02,Winter,1513,1632,2026-12-31
Nimesulide,Fever,2024-09,Monsoon,1811,659,2026-12-31
Terbutaline,Cough,2024-06,Summer,1607,1365,2026-12-31
Levocetirizine,Cold,2024-02,Winter,1359,1150,2026-12-31
Naproxen,Fever,2024-12,Winter,1560,1446,2026-12-31
Cetirizine,Cold,2024-06,Summer,1906,1246,2026-12-31
Diclofenac,Fever,2024-08,Summer,2128,1660,2026-12-31
Celecoxib,Fever,2024-02,Winter,1686,1489,2026-12-31
Acebrophylline,Cough,2024-03,Spring,1652,1143,2026-12-31
Levocetirizine,Cold,2024-09,Monsoon,1853,1150,2026-12-31
Levocetirizine,Cold,2024-11,Monsoon,1802,1150,2026-12-31
Chlorpheniramine Maleate,Cold,2024-04,Spring,1721,1264,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1759,1806,2026-12-31
Bromhexine,Cough,2024-10,Monsoon,1839,872,2026-12-31
Levodropropizine,Cough,2024-08,Summer,1737,808,2026-12-31
Mefenamic Acid,Fever,2024-01,Winter,1578,1021,2026-12-31
Celecoxib,Fever,2024-04,Spring,1706,1489,2026-12-31
Montelukast,Cold,2024-08,Summer,2035,1352,2026-12-31
Fexofenadine,Cold,2024-08,Summer,1963,1020,2026-12-31
Cetirizine,Cold,2024-10,Monsoon,1498,1246,2026-12-31
Ibuprofen,Fever,2024-02,Winter,1717,1477,2026-12-31
Fexofenadine,Cold,2024-02,Winter,1596,1020,2026-12-31
Chlorpheniramine Maleate,Cold,2024-12,Winter,1793,1264,2026-12-31
Ibuprofen,Fever,2024-03,Spring,1742,1477,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-12,Winter,1771,1632,2026-12-31
Aspirin,Fever,2024-02,Winter,1455,623,2026-12-31
Mefenamic Acid,Fever,2024-03,Spring,1865,1021,2026-12-31
Mefenamic Acid,Fever,2024-12,Winter,1998,1021,2026-12-31
Diphenhydramine,Cold,2024-06,Summer,1737,913,2026-12-31
Pseudoephedrine,Cold,2024-03,Spring,1710,1024,2026-12-31
Codeine (Prescription Only),Cough,2024-01,Winter,1940,1806,2026-12-31
Aspirin,Fever,2024-04,Spring,1608,623,2026-12-31
Aspirin,Fever,2024-11,Monsoon,1668,623,2026-12-31
Pseudoephedrine,Cold,2024-09,Monsoon,1864,1024,2026-12-31
Fexofenadine,Cold,2024-02,Winter,1585,1020,2026-12-31
Montelukast,Cold,2024-12,Winter,1485,1352,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-05,Spring,1598,1632,2026-12-31
Dextromethorphan,Cough,2024-11,Monsoon,1672,1445,2026-12-31
Chlorpheniramine Maleate,Cold,2024-03,Spring,1774,1264,2026-12-31
Codeine (Prescription Only),Cough,2024-05,Spring,1776,1806,2026-12-31
Ibuprofen,Fever,2024-09,Monsoon,1586,1477,2026-12-31
Ibuprofen + Pseudoephedrine,Cold,2024-07,Summer,2046,1632,2026-12-31
Paracetamol,Cold,2024-01,Winter,1631,1346,2026-12-31
